Kdex,Ndex,Name,Type1,Type2,Link,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,Damaged Normally by,Weak to,Immue to,Resisant to
 #050, #050,Diglett,Ground,Null,https://bulbapedia.bulbagarden.net//wiki/Diglett_(Pok%C3%A9mon),10,55,25,35,45,95,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Water_2×', 'Grass_2×', 'Ice_2×']",['Electric_0×'],"['Poison_½×', 'Rock_½×']"
  , #050,Diglett,Ground,Steel,https://bulbapedia.bulbagarden.net//wiki/Diglett_(Pok%C3%A9mon),10,55,25,35,45,95,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Water_2×', 'Grass_2×', 'Ice_2×']",['Electric_0×'],"['Poison_½×', 'Rock_½×']"
 #051, #051,Dugtrio,Ground,Null,https://bulbapedia.bulbagarden.net//wiki/Dugtrio_(Pok%C3%A9mon),35,80,50,50,70,120,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Water_2×', 'Grass_2×', 'Ice_2×']",['Electric_0×'],"['Poison_½×', 'Rock_½×']"
  , #051,Dugtrio,Ground,Steel,https://bulbapedia.bulbagarden.net//wiki/Dugtrio_(Pok%C3%A9mon),35,80,50,50,70,120,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Water_2×', 'Grass_2×', 'Ice_2×']",['Electric_0×'],"['Poison_½×', 'Rock_½×']"
 #052, #052,Meowth,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Meowth_(Pok%C3%A9mon),40,45,35,40,40,90,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
  , #052,Meowth,Dark,Null,https://bulbapedia.bulbagarden.net//wiki/Meowth_(Pok%C3%A9mon),40,45,35,40,40,90,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
  , #052,Meowth,Steel,Null,https://bulbapedia.bulbagarden.net//wiki/Meowth_(Pok%C3%A9mon),40,45,35,40,40,90,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #053, #053,Persian,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Persian_(Pok%C3%A9mon),65,70,60,65,65,115,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
  , #053,Persian,Dark,Null,https://bulbapedia.bulbagarden.net//wiki/Persian_(Pok%C3%A9mon),65,70,60,65,65,115,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #054, #054,Psyduck,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Psyduck_(Pok%C3%A9mon),50,52,48,65,50,55,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #055, #055,Golduck,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Golduck_(Pok%C3%A9mon),80,82,78,95,80,85,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #056, #056,Mankey,Fighting,Null,https://bulbapedia.bulbagarden.net//wiki/Mankey_(Pok%C3%A9mon),40,80,35,35,45,70,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Ground_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Flying_2×', 'Psychic_2×', 'Fairy_2×']",['None'],"['Rock_½×', 'Bug_½×', 'Dark_½×']"
 #057, #057,Primeape,Fighting,Null,https://bulbapedia.bulbagarden.net//wiki/Primeape_(Pok%C3%A9mon),65,105,60,60,70,95,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Ground_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Flying_2×', 'Psychic_2×', 'Fairy_2×']",['None'],"['Rock_½×', 'Bug_½×', 'Dark_½×']"
 #058, #058,Growlithe,Fire,Null,https://bulbapedia.bulbagarden.net//wiki/Growlithe_(Pok%C3%A9mon),55,70,45,70,50,60,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Rock_2×', 'Water_2×']",['None'],"['Bug_½×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Fairy_½×']"
 #059, #059,Arcanine,Fire,Null,https://bulbapedia.bulbagarden.net//wiki/Arcanine_(Pok%C3%A9mon),90,110,80,100,80,95,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Rock_2×', 'Water_2×']",['None'],"['Bug_½×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Fairy_½×']"
 #060, #060,Poliwag,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Poliwag_(Pok%C3%A9mon),40,50,40,40,40,90,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #061, #061,Poliwhirl,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Poliwhirl_(Pok%C3%A9mon),65,65,65,50,50,90,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #062, #062,Poliwrath,Water,Fighting,https://bulbapedia.bulbagarden.net//wiki/Poliwrath_(Pok%C3%A9mon),90,85,95,70,90,70,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Ground_1×', 'Ghost_1×', 'Dragon_1×']","['Flying_2×', 'Grass_2×', 'Electric_2×', 'Psychic_2×', 'Fairy_2×']",['None'],"['Rock_½×', 'Bug_½×', 'Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×', 'Dark_½×']"
 #063, #063,Abra,Psychic,Null,https://bulbapedia.bulbagarden.net//wiki/Abra_(Pok%C3%A9mon),25,20,15,105,55,90,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Dark_2×']",['None'],"['Fighting_½×', 'Psychic_½×']"
 #064, #064,Kadabra,Psychic,Null,https://bulbapedia.bulbagarden.net//wiki/Kadabra_(Pok%C3%A9mon),40,35,30,120,70,105,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Dark_2×']",['None'],"['Fighting_½×', 'Psychic_½×']"
 #065, #065,Alakazam,Psychic,Null,https://bulbapedia.bulbagarden.net//wiki/Alakazam_(Pok%C3%A9mon),55,50,45,135,85,120,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Dark_2×']",['None'],"['Fighting_½×', 'Psychic_½×']"
 #066, #066,Machop,Fighting,Null,https://bulbapedia.bulbagarden.net//wiki/Machop_(Pok%C3%A9mon),70,80,50,35,35,35,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Ground_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Flying_2×', 'Psychic_2×', 'Fairy_2×']",['None'],"['Rock_½×', 'Bug_½×', 'Dark_½×']"
 #067, #067,Machoke,Fighting,Null,https://bulbapedia.bulbagarden.net//wiki/Machoke_(Pok%C3%A9mon),80,100,70,50,60,45,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Ground_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Flying_2×', 'Psychic_2×', 'Fairy_2×']",['None'],"['Rock_½×', 'Bug_½×', 'Dark_½×']"
 #068, #068,Machamp,Fighting,Null,https://bulbapedia.bulbagarden.net//wiki/Machamp_(Pok%C3%A9mon),90,130,80,65,85,55,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Ground_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Flying_2×', 'Psychic_2×', 'Fairy_2×']",['None'],"['Rock_½×', 'Bug_½×', 'Dark_½×']"
 #069, #069,Bellsprout,Grass,Poison,https://bulbapedia.bulbagarden.net//wiki/Bellsprout_(Pok%C3%A9mon),50,75,35,70,30,40,"['Normal_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Dragon_1×', 'Dark_1×']","['Flying_2×', 'Fire_2×', 'Psychic_2×', 'Ice_2×']",['None'],"['Fighting_½×', 'Water_½×', 'Grass_¼×', 'Electric_½×', 'Fairy_½×']"
 #070, #070,Weepinbell,Grass,Poison,https://bulbapedia.bulbagarden.net//wiki/Weepinbell_(Pok%C3%A9mon),65,90,50,85,45,55,"['Normal_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Dragon_1×', 'Dark_1×']","['Flying_2×', 'Fire_2×', 'Psychic_2×', 'Ice_2×']",['None'],"['Fighting_½×', 'Water_½×', 'Grass_¼×', 'Electric_½×', 'Fairy_½×']"
 #071, #071,Victreebel,Grass,Poison,https://bulbapedia.bulbagarden.net//wiki/Victreebel_(Pok%C3%A9mon),80,105,65,100,60,70,"['Normal_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Dragon_1×', 'Dark_1×']","['Flying_2×', 'Fire_2×', 'Psychic_2×', 'Ice_2×']",['None'],"['Fighting_½×', 'Water_½×', 'Grass_¼×', 'Electric_½×', 'Fairy_½×']"
 #072, #072,Tentacool,Water,Poison,https://bulbapedia.bulbagarden.net//wiki/Tentacool_(Pok%C3%A9mon),40,40,35,50,100,70,"['Normal_1×', 'Flying_1×', 'Rock_1×', 'Ghost_1×', 'Grass_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Electric_2×', 'Psychic_2×']",['None'],"['Fighting_½×', 'Poison_½×', 'Bug_½×', 'Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×', 'Fairy_½×']"
 #073, #073,Tentacruel,Water,Poison,https://bulbapedia.bulbagarden.net//wiki/Tentacruel_(Pok%C3%A9mon),80,70,65,80,120,100,"['Normal_1×', 'Flying_1×', 'Rock_1×', 'Ghost_1×', 'Grass_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Electric_2×', 'Psychic_2×']",['None'],"['Fighting_½×', 'Poison_½×', 'Bug_½×', 'Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×', 'Fairy_½×']"
 #074, #074,Geodude,Rock,Ground,https://bulbapedia.bulbagarden.net//wiki/Geodude_(Pok%C3%A9mon),40,80,100,30,30,20,"['Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Fighting_2×', 'Ground_2×', 'Steel_2×', 'Water_4×', 'Grass_4×', 'Ice_2×']",['Electric_0×'],"['Normal_½×', 'Flying_½×', 'Poison_¼×', 'Rock_½×', 'Fire_½×']"
  , #074,Geodude,Rock,Electric,https://bulbapedia.bulbagarden.net//wiki/Geodude_(Pok%C3%A9mon),40,80,100,30,30,20,"['Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Fighting_2×', 'Ground_2×', 'Steel_2×', 'Water_4×', 'Grass_4×', 'Ice_2×']",['Electric_0×'],"['Normal_½×', 'Flying_½×', 'Poison_¼×', 'Rock_½×', 'Fire_½×']"
 #075, #075,Graveler,Rock,Ground,https://bulbapedia.bulbagarden.net//wiki/Graveler_(Pok%C3%A9mon),55,95,115,45,45,35,"['Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Fighting_2×', 'Ground_2×', 'Steel_2×', 'Water_4×', 'Grass_4×', 'Ice_2×']",['Electric_0×'],"['Normal_½×', 'Flying_½×', 'Poison_¼×', 'Rock_½×', 'Fire_½×']"
  , #075,Graveler,Rock,Electric,https://bulbapedia.bulbagarden.net//wiki/Graveler_(Pok%C3%A9mon),55,95,115,45,45,35,"['Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Fighting_2×', 'Ground_2×', 'Steel_2×', 'Water_4×', 'Grass_4×', 'Ice_2×']",['Electric_0×'],"['Normal_½×', 'Flying_½×', 'Poison_¼×', 'Rock_½×', 'Fire_½×']"
 #076, #076,Golem,Rock,Ground,https://bulbapedia.bulbagarden.net//wiki/Golem_(Pok%C3%A9mon),80,110,130,55,65,45,"['Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Fighting_2×', 'Ground_2×', 'Steel_2×', 'Water_4×', 'Grass_4×', 'Ice_2×']",['Electric_0×'],"['Normal_½×', 'Flying_½×', 'Poison_¼×', 'Rock_½×', 'Fire_½×']"
  , #076,Golem,Rock,Electric,https://bulbapedia.bulbagarden.net//wiki/Golem_(Pok%C3%A9mon),80,110,130,55,65,45,"['Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Fighting_2×', 'Ground_2×', 'Steel_2×', 'Water_4×', 'Grass_4×', 'Ice_2×']",['Electric_0×'],"['Normal_½×', 'Flying_½×', 'Poison_¼×', 'Rock_½×', 'Fire_½×']"
 #077, #077,Ponyta,Fire,Null,https://bulbapedia.bulbagarden.net//wiki/Ponyta_(Pok%C3%A9mon),50,85,55,65,65,90,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Rock_2×', 'Water_2×']",['None'],"['Bug_½×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Fairy_½×']"
  , #077,Ponyta,Psychic,Null,https://bulbapedia.bulbagarden.net//wiki/Ponyta_(Pok%C3%A9mon),50,85,55,65,65,90,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Rock_2×', 'Water_2×']",['None'],"['Bug_½×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Fairy_½×']"
 #078, #078,Rapidash,Fire,Null,https://bulbapedia.bulbagarden.net//wiki/Rapidash_(Pok%C3%A9mon),65,100,70,80,80,105,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Rock_2×', 'Water_2×']",['None'],"['Bug_½×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Fairy_½×']"
  , #078,Rapidash,Psychic,Fairy,https://bulbapedia.bulbagarden.net//wiki/Rapidash_(Pok%C3%A9mon),65,100,70,80,80,105,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Rock_2×', 'Water_2×']",['None'],"['Bug_½×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Fairy_½×']"
 #079, #079,Slowpoke,Water,Psychic,https://bulbapedia.bulbagarden.net//wiki/Slowpoke_(Pok%C3%A9mon),90,65,65,40,40,15,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Grass_2×', 'Electric_2×', 'Dark_2×']",['None'],"['Fighting_½×', 'Steel_½×', 'Fire_½×', 'Water_½×', 'Psychic_½×', 'Ice_½×']"
  , #079,Slowpoke,Psychic,Null,https://bulbapedia.bulbagarden.net//wiki/Slowpoke_(Pok%C3%A9mon),90,65,65,40,40,15,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Grass_2×', 'Electric_2×', 'Dark_2×']",['None'],"['Fighting_½×', 'Steel_½×', 'Fire_½×', 'Water_½×', 'Psychic_½×', 'Ice_½×']"
 #080, #080,Slowbro,Water,Psychic,https://bulbapedia.bulbagarden.net//wiki/Slowbro_(Pok%C3%A9mon),95,75,110,100,80,30,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Grass_2×', 'Electric_2×', 'Dark_2×']",['None'],"['Fighting_½×', 'Steel_½×', 'Fire_½×', 'Water_½×', 'Psychic_½×', 'Ice_½×']"
  , #080,Slowbro,Poison,Psychic,https://bulbapedia.bulbagarden.net//wiki/Slowbro_(Pok%C3%A9mon),95,75,110,100,80,30,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Grass_2×', 'Electric_2×', 'Dark_2×']",['None'],"['Fighting_½×', 'Steel_½×', 'Fire_½×', 'Water_½×', 'Psychic_½×', 'Ice_½×']"
 #081, #081,Magnemite,Electric,Steel,https://bulbapedia.bulbagarden.net//wiki/Magnemite_(Pok%C3%A9mon),25,35,70,95,55,45,"['Ghost_1×', 'Water_1×', 'Dark_1×']","['Fighting_2×', 'Ground_4×', 'Fire_2×']",['Poison_0×'],"['Normal_½×', 'Flying_¼×', 'Rock_½×', 'Bug_½×', 'Steel_¼×', 'Grass_½×', 'Electric_½×', 'Psychic_½×', 'Ice_½×', 'Dragon_½×', 'Fairy_½×']"
 #082, #082,Magneton,Electric,Steel,https://bulbapedia.bulbagarden.net//wiki/Magneton_(Pok%C3%A9mon),50,60,95,120,70,70,"['Ghost_1×', 'Water_1×', 'Dark_1×']","['Fighting_2×', 'Ground_4×', 'Fire_2×']",['Poison_0×'],"['Normal_½×', 'Flying_¼×', 'Rock_½×', 'Bug_½×', 'Steel_¼×', 'Grass_½×', 'Electric_½×', 'Psychic_½×', 'Ice_½×', 'Dragon_½×', 'Fairy_½×']"
 #083, #083,Farfetch'd,Normal,Flying,https://bulbapedia.bulbagarden.net//wiki/Farfetch%27d_(Pok%C3%A9mon),52,65,55,58,62,60,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Electric_2×', 'Ice_2×']","['Ground_0×', 'Ghost_0×']","['Bug_½×', 'Grass_½×']"
  , #083,Farfetch'd,Fighting,Null,https://bulbapedia.bulbagarden.net//wiki/Farfetch%27d_(Pok%C3%A9mon),52,65,55,58,62,60,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Electric_2×', 'Ice_2×']","['Ground_0×', 'Ghost_0×']","['Bug_½×', 'Grass_½×']"
 #084, #084,Doduo,Normal,Flying,https://bulbapedia.bulbagarden.net//wiki/Doduo_(Pok%C3%A9mon),35,85,45,35,35,75,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Electric_2×', 'Ice_2×']","['Ground_0×', 'Ghost_0×']","['Bug_½×', 'Grass_½×']"
 #085, #085,Dodrio,Normal,Flying,https://bulbapedia.bulbagarden.net//wiki/Dodrio_(Pok%C3%A9mon),60,110,70,60,60,100,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Electric_2×', 'Ice_2×']","['Ground_0×', 'Ghost_0×']","['Bug_½×', 'Grass_½×']"
 #086, #086,Seel,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Seel_(Pok%C3%A9mon),65,45,55,45,70,45,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #087, #087,Dewgong,Water,Ice,https://bulbapedia.bulbagarden.net//wiki/Dewgong_(Pok%C3%A9mon),90,70,80,70,95,70,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Fighting_2×', 'Rock_2×', 'Grass_2×', 'Electric_2×']",['None'],"['Water_½×', 'Ice_¼×']"
 #088, #088,Grimer,Poison,Null,https://bulbapedia.bulbagarden.net//wiki/Grimer_(Pok%C3%A9mon),80,80,50,40,50,25,"['Normal_1×', 'Flying_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Psychic_2×']",['None'],"['Fighting_½×', 'Poison_½×', 'Bug_½×', 'Grass_½×', 'Fairy_½×']"
  , #088,Grimer,Poison,Dark,https://bulbapedia.bulbagarden.net//wiki/Grimer_(Pok%C3%A9mon),80,80,50,40,50,25,"['Normal_1×', 'Flying_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Psychic_2×']",['None'],"['Fighting_½×', 'Poison_½×', 'Bug_½×', 'Grass_½×', 'Fairy_½×']"
 #089, #089,Muk,Poison,Null,https://bulbapedia.bulbagarden.net//wiki/Muk_(Pok%C3%A9mon),105,105,75,65,100,50,"['Normal_1×', 'Flying_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Psychic_2×']",['None'],"['Fighting_½×', 'Poison_½×', 'Bug_½×', 'Grass_½×', 'Fairy_½×']"
  , #089,Muk,Poison,Dark,https://bulbapedia.bulbagarden.net//wiki/Muk_(Pok%C3%A9mon),105,105,75,65,100,50,"['Normal_1×', 'Flying_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Psychic_2×']",['None'],"['Fighting_½×', 'Poison_½×', 'Bug_½×', 'Grass_½×', 'Fairy_½×']"
 #090, #090,Shellder,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Shellder_(Pok%C3%A9mon),30,65,100,45,25,40,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #091, #091,Cloyster,Water,Ice,https://bulbapedia.bulbagarden.net//wiki/Cloyster_(Pok%C3%A9mon),50,95,180,85,45,70,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Fighting_2×', 'Rock_2×', 'Grass_2×', 'Electric_2×']",['None'],"['Water_½×', 'Ice_¼×']"
